,HG00096,HG00097,HG00099,HG00100,HG00101,HG00102,HG00103,HG00104,HG00106,HG00108,HG00109,HG00110,HG00111,HG00112,HG00114,HG00116,HG00117,HG00118,HG00119,HG00120,HG00121,HG00122,HG00123,HG00124,HG00125,HG00126,HG00127,HG00128,HG00129,HG00130,HG00131,HG00133,HG00134,HG00135,HG00136,HG00137,HG00138,HG00139,HG00141,HG00142,HG00143,HG00146,HG00148,HG00149,HG00150,HG00151,HG00152,HG00154,HG00155,HG00156,HG00158,HG00159,HG00160,HG00171,HG00173,HG00174,HG00176,HG00177,HG00178,HG00179,HG00180,HG00182,HG00183,HG00185,HG00186,HG00187,HG00188,HG00189,HG00231,HG00232,HG00233,HG00234,HG00235,HG00236,HG00238,HG00239,HG00240,HG00242,HG00243,HG00244,HG00245,HG00246,HG00247,HG00249,HG00250,HG00251,HG00252,HG00253,HG00255,HG00256,HG00257,HG00258,HG00259,HG00260,HG00261,HG00262,HG00263,HG00264,HG00265,HG00266,HG00267,HG00268,HG00269,HG00271,HG00272,HG00273,HG00274,HG00275,HG00276,HG00277,HG00278,HG00280,HG00281,HG00282,HG00284,HG00285,HG00306,HG00309,HG00310,HG00311,HG00312,HG00313,HG00315,HG00319,HG00320,HG00321,HG00323,HG00324,HG00325,HG00326,HG00327,HG00328,HG00329,HG00330,HG00331,HG00332,HG00334,HG00335,HG00336,HG00337,HG00338,HG00339,HG00341,HG00342,HG00343,HG00344,HG00345,HG00346,HG00349,HG00350,HG00351,HG00353,HG00355,HG00356,HG00358,HG00359,HG00360,HG00361,HG00362,HG00364,HG00366,HG00367,HG00369,HG00372,HG00373,HG00375,HG00376,HG00377,HG00378,HG00381,HG00382,HG00383,HG00384,HG01334,NA06984,NA06986,NA06989,NA06994,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11843,NA11892,NA11893,NA11894,NA11920,NA11930,NA11931,NA11992,NA11993,NA11994,NA11995,NA12004,NA12006,NA12043,NA12044,NA12045,NA12058,NA12144,NA12154,NA12155,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12489,NA12546,NA12716,NA12717,NA12718,NA12749,NA12750,NA12751,NA12761,NA12763,NA12775,NA12777,NA12778,NA12812,NA12814,NA12815,NA12827,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12889,NA12890,NA18486,NA18487,NA18489,NA18498,NA18499,NA18502,NA18505,NA18508,NA18510,NA18511,NA18517,NA18519,NA18520,NA18858,NA18861,NA18867,NA18868,NA18870,NA18873,NA18907,NA18908,NA18909,NA18910,NA18912,NA18916,NA18917,NA18923,NA18933,NA18934,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19146,NA19147,NA19149,NA19150,NA19152,NA19160,NA19171,NA19172,NA19175,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19204,NA19207,NA19209,NA19213,NA19222,NA19223,NA19225,NA19235,NA19236,NA19247,NA19248,NA19256,NA19257,NA20502,NA20503,NA20504,NA20505,NA20506,NA20507,NA20508,NA20509,NA20510,NA20512,NA20513,NA20515,NA20516,NA20517,NA20518,NA20519,NA20520,NA20521,NA20524,NA20525,NA20527,NA20528,NA20529,NA20530,NA20531,NA20532,NA20534,NA20535,NA20536,NA20537,NA20538,NA20539,NA20540,NA20541,NA20542,NA20543,NA20544,NA20581,NA20582,NA20585,NA20586,NA20588,NA20589,NA20752,NA20754,NA20756,NA20757,NA20758,NA20759,NA20760,NA20761,NA20765,NA20766,NA20768,NA20769,NA20770,NA20771,NA20772,NA20773,NA20774,NA20778,NA20783,NA20785,NA20786,NA20787,NA20790,NA20792,NA20795,NA20796,NA20797,NA20798,NA20799,NA20800,NA20801,NA20802,NA20803,NA20804,NA20805,NA20806,NA20807,NA20808,NA20809,NA20810,NA20811,NA20812,NA20813,NA20814,NA20815,NA20816,NA20819,NA20826,NA20828
slc12a3,,,,,,,,,,,,-0.1873779296875,,-0.1751708984375,,,,-0.56005859375,,,,,,,,,,-0.134033203125,,,-0.576171875,,,0.169677734375,,,,-0.4609375,,0.685546875,,,,,,,,,,,,,-0.220947265625,,,-0.5751953125,,-0.66259765625,1.0830078125,,,,,,-1.57421875,,,,,,,,,,,,,,,,-0.3076171875,,,,,,,,,-0.199462890625,,,,,,,,-0.51953125,,-0.421875,,,,,,,,0.8017578125,,0.3203125,,,0.428466796875,,,,-1.384765625,,,,,,,-4.51171875,,,,,,,,,,0.599609375,,,,,-0.34521484375,,,0.57666015625,,,,,,-1.0205078125,,0.01290130615234375,,,,,,-0.08001708984375,-0.160400390625,,0.51416015625,,-0.21044921875,,,,,,,,,-1.2060546875,,,,,,,,,,,,,,,,,,,-1.3212890625,,,,,,,,,,,,,0.484375,,,,,,,,,,,0.54296875,,,-2.703125,,-0.59765625,0.474853515625,,,-0.5166015625,,,,-0.56494140625,,,1.181640625,-4.45703125,,,,,,,,,,,,,,,,,,,-0.95947265625,0.25634765625,1.5732421875,,,,,-0.88330078125,,-0.0265655517578125,0.450927734375,,0.036590576171875,,,,,,,0.046295166015625,,,0.38330078125,,,-0.86328125,,,,,,,,,,,,,,-0.1409912109375,,,-0.2744140625,,,,,,,,-3.068359375,0.11029052734375,,0.7275390625,,,,,,,0.08233642578125,,,,,,,,,-4.44921875,,,-0.246337890625,,-0.44189453125,,0.9345703125,0.2122802734375,,,,,,,,,,,,,-0.266845703125,,-0.89208984375,,,,,,-0.260986328125,,,,,,,,,,0.42041015625,,,,,,,,-0.2103271484375,,,,-4.1171875,,-1.205078125,,,,,,,0.61865234375,,,,,,,,,,,,,-0.91015625,,,,,,,-0.5947265625,,,,,,-1.83984375,,,-0.1595458984375,0.2415771484375,,,-1.1484375,,,,,,,,,,
slc12a7,,,,,,,,,,,,2.625,,,,,1.1435546875,,,2.22265625,2.857421875,,2.005859375,1.1923828125,,,1.935546875,,,,1.83203125,,,,,,,0.52978515625,,,,,,,1.0146484375,,,2.421875,,,,,,,,,,,,,0.82373046875,,1.3701171875,,,,,2.1015625,2.396484375,,0.9326171875,2.078125,,,2.509765625,,,,,,0.42724609375,,,,,1.9248046875,,1.796875,,,,,,,,,,,,,,1.3017578125,,,,,,,,,,,,1.6923828125,2.13671875,1.18359375,,,,,2.57421875,,,,2.279296875,1.8740234375,,,,0.6220703125,2.046875,,,1.642578125,,,,,,,,,1.5048828125,1.2744140625,,1.908203125,2.197265625,1.7470703125,1.21484375,,,,,,,,,1.2958984375,,0.97265625,,,1.873046875,,,,,,,,,2.12890625,,,,1.6845703125,,,,,,,,,,,,,2.5859375,,,,,,,,,,,,,,,,,,,,,,1.552734375,3.3828125,2.302734375,,,,,,0.06939697265625,,,,,,0.763671875,,,,2.17578125,,,,,,,,1.3779296875,1.8154296875,,,,-1.255859375,,,,,,,,1.36328125,,,,,,,,,,,,,1.384765625,2.4453125,,,,,,2.416015625,,,,,,,3.013671875,,,,,,,,,2.142578125,,,2.431640625,,,,,,,,,,,,,,,,,,,,2.115234375,,2.818359375,,2.158203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.443359375,,,1.5654296875,,,,,,,1.6787109375,,,,,,,1.9775390625,,,,,,,,,,1.107421875,,,,,,,,,-0.34765625,,,2.2109375,,,,,2.677734375,,,,,,,0.68017578125,,,,,,2.09765625,,,,2.60546875,2.22265625,,,1.8017578125,,,,,,,,-0.1885986328125,1.921875,,
slc13a4,-1.8291015625,,-2.95703125,-2.830078125,,,,,,,,,,,,,-2.119140625,,,,-1.205078125,,,,-1.931640625,,-1.8154296875,,,-2.732421875,,-2.6171875,,,,,,,,,,,,,,,-3.134765625,,,,,,,-2.689453125,-1.640625,,,,,,,-1.5859375,,,-1.275390625,,,,,,,,,,-2.525390625,,-1.888671875,,-1.18359375,,,-2.927734375,,-4.06640625,,-2.091796875,,,,,,,,,,,,,-1.7041015625,,-2.447265625,,,-1.828125,,,,,,,,,,,,,,,,,-2.978515625,,-2.390625,,,,,-2.326171875,-2.103515625,,,,,-0.8671875,-2.90234375,,,,,-2.19140625,-1.6728515625,,-1.6240234375,,,,,,,,-1.9599609375,,-2.806640625,,,-2.462890625,,,,,,,-1.642578125,,,,,,,,,-1.3505859375,,,,,,,,,,,,-1.732421875,,,,,,,,,,,-2.8125,,,-1.595703125,-3.21484375,-2.80078125,,,,,,,-2.501953125,,,,,,,,,,-2.697265625,-1.93359375,,,,,,,,-3.595703125,,,,-2.912109375,,-1.4287109375,,,,,,,,,,-2.501953125,,,-3.673828125,,-2.435546875,-1.701171875,,,,,-2.05078125,,,,,,,,,,,,,,-3.220703125,,,,,,,,,,,,-2.806640625,,-2.076171875,,-1.6142578125,,-3.13671875,,,,,,,,,,,,,,,,,,,,-3.03515625,,,,-2.708984375,,,,-2.369140625,,,-1.9462890625,,,,,,,-2.83203125,-1.669921875,,,,,,-2.390625,-1.853515625,,,,,,,-2.599609375,-2.3828125,,,-2.158203125,,-1.7412109375,,,,,,,,,,,-2.650390625,,,-2.95703125,,,,,,,,,,-2.82421875,,,,,,,,,,,,,-2.4296875,,,,,,,,-2.599609375,,,-2.19140625,,,,,,,,,,,,-2.8125,,,,,,,,,,,,,,,,,
slc14a1,-1.759765625,,,-1.4462890625,-2.91015625,,,-1.3583984375,,,,,,,,,-0.81591796875,,,,,-1.2236328125,,,,-1.89453125,-0.7216796875,,,,,,,,,,,,,,,,,,,,,,,-0.9365234375,-1.787109375,,,-1.322265625,,,,,-1.4658203125,,-1.2607421875,,-1.0595703125,,,,,,,-1.4912109375,-1.8564453125,,,,,,,-0.75341796875,,,,,,,-0.57958984375,-1.6328125,,,,,,,,,-0.82275390625,,,,,-1.6083984375,-0.297607421875,,,,-1.6494140625,,,,,,,,-1.6103515625,-1.986328125,,-2.65234375,,,,,,,,,,,-1.2421875,,-0.95361328125,-1.2197265625,,,,,,,,,,-0.80712890625,,,,,,,,-1.12890625,,,,-0.62548828125,,,,-1.708984375,,,,,,,-1.3017578125,,,,,-1.62109375,,,,,,,,,,,-0.65234375,,,,,,-0.88525390625,-0.931640625,,,,,,,,,,,,,,,,,,,,,,-1.13671875,,,,,,,,,,,,,,,,,,,,,,,,-0.53125,,,,,,,-1.6806640625,-0.79150390625,,,,-0.47900390625,,,,-1.9541015625,,,,-2.384765625,,,,,,,,-0.541015625,,,-1.333984375,,-1.568359375,,,,-2.22265625,,,,,-0.599609375,,-0.445556640625,,,,,,,,-2.24609375,,,,,-1.484375,,,,,,,,,,,,,,,,-0.76123046875,-1.9599609375,,-1.2705078125,,,,,,-1.5341796875,,,-0.88671875,,,,,,,,-2.083984375,,-0.57763671875,,,,,,-1.630859375,-0.38427734375,,,,,,,-0.80126953125,-1.2216796875,,,,,-1.32421875,,,,0.264892578125,,,-1.8935546875,,,,-0.662109375,,,,,,-0.46337890625,,,,,,-0.876953125,,,,,,,,,,,,,-1.033203125,,,,,,,,,,,,,,,-1.546875,,,-1.3662109375,-0.69775390625,,,-1.1748046875,,,-1.392578125,,,,,,,,,,,,,-1.900390625
slc16a13,,,0.6845703125,1.16796875,,,,,,,,,1.41015625,1.33984375,,,1.41015625,,,1.4716796875,,,1.1357421875,,1.5234375,1.13671875,,,,,,,1.48046875,,,,,,,,1.4892578125,,,,1.3779296875,,1.1875,,,1.328125,,,,,,1.09765625,,,,,1.4052734375,,,1.3271484375,,,,,,,,,,,,,,,,,,,1.056640625,,,1.5048828125,,,,,,,,1.470703125,,,,,,,,,1.6083984375,,,,,,,,0.873046875,,,,1.2998046875,,1.193359375,,,,,,,,,,1.611328125,,,,,,0.99560546875,1.505859375,,,0.86767578125,,,1.3046875,,,,1.4814453125,,,1.5634765625,,,1.3759765625,,,,,,,,,,,1.263671875,,1.501953125,,1.115234375,,,,,,,,,,,,,1.3212890625,1.189453125,,,1.2490234375,,,,,,,,,1.5048828125,,,,,,,,,,,0.8427734375,,,,0.70263671875,1.26953125,1.1435546875,0.818359375,,,,,,,,1.3837890625,1.0947265625,,,1.4140625,,,1.080078125,,,,,,,,1.2587890625,,,,,1.1943359375,,,1.544921875,,,,1.228515625,,,,,,,1.998046875,,,1.29296875,,,1.30859375,,,,,,,,1.462890625,,,1.4697265625,,1.5439453125,,,0.8828125,1.2119140625,1.12890625,,,,,1.7958984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.076171875,,,,,1.3486328125,,,,,,,,1.3662109375,,,,,,,,,,,,,,,,,0.95751953125,,1.306640625,1.240234375,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88427734375,,1.2861328125,,,,,,,,,,,,,,,,,,,,1.236328125,,,1.6357421875,,,,,1.126953125,,,,,,,,,,0.9970703125,,,,1.3447265625,,,,,1.595703125,,1.7353515625
slc16a9,0.5498046875,,,,,,0.96435546875,,,,,,,,,,,,,,,,,,,,0.1826171875,,,,,,,,,,,,,,,,0.5712890625,,0.494140625,,,,,,-0.2174072265625,,,,,,,,,,,,,,,,0.76025390625,-0.02911376953125,,,,,0.69482421875,,,,,0.97021484375,,,,,,,,,,,,,,,,0.1536865234375,,,,0.1641845703125,,,,,-0.00034427642822265625,,,,,,,,,,-0.763671875,,,,0.442626953125,,-0.7890625,0.54931640625,,,,,0.0045013427734375,,0.477294921875,,,,0.630859375,,,0.09381103515625,,0.7587890625,1.10546875,0.73779296875,0.212646484375,,,,,,,,,0.85986328125,,,,,,,,,,,0.306640625,,,,,,,,,,,,0.78564453125,,,,,,,,,,,,,,,0.1917724609375,,,,0.465087890625,,0.42724609375,,,,,,0.3115234375,,,,,,,,,0.05047607421875,,,0.3359375,,,,,,0.5341796875,0.05450439453125,,,,,,,,0.61083984375,,,0.13818359375,,,,,,,-0.351806640625,,,,0.4755859375,0.140380859375,,,,,,,0.290283203125,,0.6083984375,,,,,1.03515625,,,,,,,,,,,,,,,,,,,,,,,,,0.50244140625,,0.235107421875,,0.73486328125,,,0.83642578125,,,,,,,,0.73291015625,,,,,,-0.52197265625,,,,0.349609375,,-0.2369384765625,,,0.75,,,,,,,0.51220703125,,,,0.642578125,,,,,0.62841796875,,,,,,-0.08502197265625,,,,,,,,,0.6171875,,0.3271484375,0.473388671875,,,,,,,,,1.3720703125,0.30810546875,,,,,,,,,0.681640625,0.744140625,,0.258056640625,,0.806640625,,,,,0.39306640625,,,,0.86474609375,0.654296875,,,,,,,,0.54736328125,,,,,,,,,,,,0.1220703125,,0.1719970703125,,0.1927490234375,,,0.400634765625,0.5029296875,,0.2178955078125,,,,,,,,,0.669921875,,,,,
slc18a2,,,,,,,,,,,,,,,,,0.75,0.396240234375,,,,,,,,,,,0.72509765625,,0.5927734375,0.416015625,,,0.86181640625,,,0.67626953125,,,,,,,,,,0.873046875,,,0.6650390625,,,,,,,,,,,0.402099609375,,,,,,0.87939453125,0.5615234375,,0.41796875,,,,,,0.62158203125,,,,0.47509765625,,0.76171875,,,,,,,,,,,,,,,,,,,,,,0.8388671875,0.82763671875,,0.127685546875,,,,,0.67724609375,0.71435546875,,,,,,,,,,,0.73876953125,,0.5380859375,0.7138671875,,,,,,,,,,,,,,,,,,0.69140625,,,,,,,,,,,,,,,,,,,,0.1947021484375,0.0909423828125,,,0.70654296875,0.30859375,,,,,,,,,0.87158203125,,,,,0.66015625,,,0.85693359375,,,0.5419921875,,,,-0.09130859375,,,,0.68798828125,,,0.7294921875,,,,0.501953125,,1.068359375,0.54541015625,,,,0.64111328125,0.52587890625,,,0.7158203125,,,,,,,,,,0.5703125,,,0.68798828125,,,,,0.697265625,,0.88330078125,,,0.9208984375,,,,,,0.94482421875,0.81396484375,,,,0.67822265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60693359375,,,0.84326171875,,0.61962890625,,,,,,,0.68701171875,,0.88330078125,,,0.59326171875,,,,,,,,,,,,,,0.71337890625,0.96484375,,,,,,0.95751953125,,,,,,,0.548828125,,,0.7685546875,,,,,0.84423828125,0.71533203125,,,,,,,0.48291015625,,0.8349609375,,,,,,,,1.0068359375,,,,,,,,,,0.54931640625,0.9951171875,,,,0.66552734375,,,,,0.7294921875,0.190673828125,,,,,,,,,,,,,,0.54541015625,,,,,0.3759765625,0.939453125,0.5126953125,,,,,0.67578125,,,,,,,,,,,0.84619140625,,,,,,,,,,
slc18b1,,1.22265625,,,,,,,,,0.9853515625,,1.5927734375,,,1.4541015625,1.2265625,,,1.107421875,,,,,,1.1943359375,,,,,,1.4521484375,,,,,,,,,,,1.2978515625,,,,,,,,,,,,,,,,,,,1.3466796875,,,,,,,,1.560546875,,,,,,,,,,1.5546875,0.94580078125,0.7783203125,,,,1.494140625,1.1572265625,,,,,1.3955078125,,,,,,,,,,,,,,1.2431640625,,,1.447265625,,,1.0810546875,1.1630859375,,,,,,1.0576171875,,1.189453125,,,,1.185546875,,,0.80810546875,,,,0.457275390625,,,,,,,,,,,,,,,,1.5205078125,1.712890625,,,,,,0.78173828125,,,0.70751953125,,,,,1.2294921875,,,,,,,1.0283203125,,,,,,1.3828125,,,,,,0.9560546875,,,,,,,,,,,,1.6591796875,,,,,,,,,,,,,,0.64111328125,,,,1.0380859375,0.403076171875,,,,,,,1.216796875,1.4658203125,,,,,1.5888671875,1.447265625,,,1.1240234375,,,,,,1.390625,,,,,,,,,,,,1.2451171875,,,,,,,,,,1.2548828125,,,,,,,,,,,,,,1.4482421875,,,,1.494140625,1.1533203125,,,,,,,1.57421875,,1.4560546875,,,,,0.71484375,,,,,,,,1.1689453125,,,,,1.529296875,1.3662109375,,,,,,,1.509765625,,,,,,1.2421875,,,,,,1.365234375,,,1.5947265625,,,1.1279296875,,,1.4033203125,,,,,1.4521484375,,,,1.443359375,,1.16796875,,,,,,,,,,1.4677734375,0.384521484375,,,,0.57763671875,,,,,,,1.3642578125,,,0.869140625,,1.392578125,,,0.78076171875,,,,,,,,,,,,,,1.248046875,0.410888671875,,,,,,1.2470703125,,,,,,,,0.88623046875,,,,,,,,0.99853515625,,,,,,,,,0.84130859375,
slc1a3,,,,,,,,,,,,,,,,0.0721435546875,,-0.80615234375,,-0.5263671875,,,-0.1539306640625,,,,,,,,,,,-1.416015625,-1.400390625,,,,,,,-1.287109375,,,,,,-1.19140625,,,-0.611328125,,,,,-1.1005859375,,,,,,,,,,,,,,-0.1370849609375,,-0.75830078125,,,,,,,,,,,-0.96435546875,,,,,,,-2.453125,-1.2861328125,,,,,,-4.3671875,,,-1.9560546875,,-0.81201171875,,,,,,,-1.0986328125,,,-1.81640625,,,0.0293121337890625,,,-2.59765625,,,,,-0.9873046875,,,,,,,-1.0048828125,,,,,,-0.4208984375,,-1.9013671875,,,,,,,,,,,,,,,,-1.31640625,,,,-2.1953125,,,,,,,,0.178466796875,,,,,,,,,,,-0.293701171875,,,,-0.29345703125,,,-1.123046875,,,,,,-3.73046875,,-2.646484375,-1.060546875,,,,-0.66748046875,,-3.95703125,-3.107421875,,,,,,,,,,,,,,,-3.52734375,,,,,,,,,,,,,,0.439697265625,0.50390625,,,-1.919921875,,,,,,,,,-0.96728515625,,,,,,,,,0.52587890625,,-1.8427734375,,,,-0.86865234375,,,-0.69287109375,-2.3046875,,0.462158203125,,,-1.494140625,,,,,,,,,-0.02093505859375,,,,,-0.9794921875,,,-0.1998291015625,,-0.252685546875,,,,,,-2.6640625,,,,-1.5908203125,,,,0.775390625,,,,-0.607421875,,-2.166015625,,,,,,-3.04296875,-2.80078125,,,,,-0.65576171875,,,,,,,,,,,-0.6337890625,-0.6767578125,,,,,-1.517578125,,,-0.493896484375,-3.240234375,,0.1639404296875,,,,,,,,,-1.037109375,,,,,,,,,,-3.720703125,,,,,,,,-1.2197265625,-1.3603515625,,,,-1.201171875,,-1.015625,,,,,,,,-1.119140625,,,,,,,,,,,-1.775390625,,,,,,,,,,,,,,,,,,,,,,,,-0.74267578125,,,,
slc1a4,,,,,,,,3.591796875,,,,,,,,,,,,,,,,,,,,,,3.6328125,,,,,,,,,,,3.484375,,,,,,3.126953125,3.740234375,,,,3.248046875,,3.427734375,,,,,,,,,,3.251953125,,,3.228515625,,,3.267578125,,,,3.662109375,3.525390625,3.4921875,,,3.2421875,,3.37890625,,,,,,,,3.4375,,3.62109375,,,,,,,,,,,3.44140625,,,3.154296875,,,,3.158203125,,,,,,,,,,,,,,,,,,,,3.0703125,,,,,,,3.3671875,,,,,,,,,,,,,,,,3.61328125,,,3.029296875,,,,,,,2.92578125,,2.833984375,,,,,,3.369140625,,3.587890625,3.326171875,3.2890625,,,,,,,3.265625,,,3.248046875,,,,,3.716796875,,,,,,,,,,,,3.43359375,,3.74609375,2.98828125,3.181640625,3.62109375,,,,,,,,,,,,3.162109375,,,,,,3.435546875,,,,3.26953125,,,3.138671875,,,,,,,,,,,,3.603515625,,3.884765625,2.951171875,,,3.650390625,,3.375,,3.455078125,3.177734375,,,3.470703125,,,,,,,,3.294921875,,,,3.697265625,,,,,,,,,,,,3.181640625,,,,,,3.58203125,,3.123046875,3.0859375,,3.408203125,,,3.478515625,,,,3.3359375,,,3.283203125,,,,,3.662109375,,,3.228515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5546875,,,,,,,,,,,,,3.234375,,3.18359375,,,,,,,,3.107421875,,,,,,3.587890625,,3.478515625,,2.966796875,,2.958984375,,,,,3.3359375,,3.736328125,,,,,,,,3.064453125,,,,,,,,,3.224609375,,,,3.404296875,,,,,3.1015625,,,,,,,,3.07421875,,,,,,,
slc22a15,,,,,,-2.794921875,,,,,,,,,-1.666015625,-1.43359375,,-2.4453125,,,-2.068359375,,,,,,,-2.43359375,,,,,,,,,,,,-1.51953125,,,,,,,,,,,,,,-0.8974609375,,,,,,,,,,,,-2.404296875,,,,-2.517578125,,-2.162109375,,,-1.734375,,,,,-1.5341796875,,,,,,-1.197265625,,,-2.439453125,,,,,,,,,,-3.2109375,,,,,,,,-1.93359375,-1.9931640625,,,,,,,,,,-0.67822265625,,,,-1.685546875,,,,-1.8564453125,,,,,,,-1.9990234375,,,,,,,,,,,,,,,,,,,,,,,,,-2.310546875,,,,-2.703125,-1.46875,-1.646484375,,,-2.18359375,,,,,-1.400390625,,,,,,,,-1.3408203125,,,,,,,-4.19140625,,,,,-1.0126953125,,,,,-3.2265625,,,,,,,,-1.2392578125,,-2.408203125,,,,,,,-2.458984375,,,,,,,,,,,,-2.541015625,,,,,,,-2.251953125,-2.08984375,-1.23046875,,,,,,,,,,,,-2.5625,,,,,,,-1.5703125,,,,,-1.6708984375,-1.8056640625,-2.708984375,-1.23046875,,,,,,,,-0.72802734375,,,,,,,-1.0419921875,,,,-1.2177734375,,-1.8994140625,,,,,,-1.1806640625,,,,,-2.294921875,,,,,,,,,,-2.255859375,,,-2.23828125,,,,-1.30859375,,,,,,,,-2.068359375,,,,-2.201171875,,-4.48828125,-1.7373046875,,,,,,,-1.9375,,0.049530029296875,,,,,,,-2.345703125,,-1.55859375,,-1.4091796875,,,,,,-0.2003173828125,,,,,,,,,,,,-1.6083984375,,,-2.564453125,,,,,-1.330078125,,,,,,-0.5712890625,-1.396484375,-2.001953125,,,,,,,,,-1.3427734375,,,-1.2421875,,,,,-0.96337890625,,,-2.138671875,,,,-0.60791015625,,,,,,,,,,,,-1.8037109375,-2.19921875,,,,
slc22a18,,,,,,,,,,,,,0.328857421875,,,,,,,,,1.1630859375,,0.70849609375,,,0.634765625,1.23828125,,1.4423828125,,,,0.11834716796875,,2.548828125,1.8447265625,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1005859375,0.828125,0.8134765625,,,,,,1.42578125,,,,,,,1.33203125,,,,,2.109375,,,,,,,1.3095703125,,,0.67626953125,0.8994140625,,1.419921875,,1.400390625,,,,,,,1.41015625,,,,,,,,,,0.7138671875,,,,,,,,,,,,,,,1.3955078125,,,,,,1.4169921875,,,,,,,,,,1.0087890625,,,,,,,,,,1.19921875,,,,,,1.119140625,,,,0.453857421875,,1.39453125,1.6728515625,,,,,,,,,0.904296875,,0.90185546875,,0.86328125,,,1.515625,,,,,,,,,,,0.8837890625,,,,,,,0.67578125,,,0.7626953125,,,1.2802734375,,,,,,,,,,,1.107421875,,,,,1.4287109375,,,,,,1.388671875,,,,,1.1044921875,,,1.4697265625,,,,,,,,,,0.7822265625,,,,,,1.326171875,,,,1.3681640625,,,,,,,1.62890625,,,,,,0.70751953125,,,,0.9970703125,,,,,1.025390625,,,,1.08203125,,,,,,1.23046875,,,,,,1.24609375,,,,0.81005859375,0.350830078125,,1.173828125,,,1.0849609375,,,,,,,,,1.20703125,1.7041015625,,,,1.328125,,,,,,,1.07421875,,,,,,0.890625,0.7548828125,,,,1.1357421875,,,1.59765625,,,,1.8544921875,,,,,,1.12890625,,,1.095703125,,,,,,1.537109375,,,,0.7998046875,1.095703125,1.3623046875,,,,,,,,,,,,,,1.36328125,,,,,,,,,,,,,,,,1.220703125,,,,,,,,,,,0.94580078125,,,1.4013671875,,,,,,,,,0.9765625
slc22a5,,0.404296875,,0.73681640625,0.1683349609375,,,,,,-0.1739501953125,0.52099609375,,-0.36962890625,,,,,,-0.412353515625,0.26220703125,,,,,,,,-0.62646484375,,,,,0.54736328125,,,-0.39306640625,,,,0.499755859375,,,,,,,,0.666015625,-0.0133514404296875,,,0.28076171875,,1.2021484375,,,,,,,,,0.72509765625,-0.9609375,,0.5283203125,,,,,,,,,,,0.91845703125,,,-0.16455078125,,0.626953125,,,,,,,,,,,,,,,,,,,,,,,,1.279296875,,,,,,,0.350341796875,0.52197265625,,,,,,0.1044921875,,,,,,,,,,,,,,,,,,0.80029296875,,,1.2421875,,,,,,,1.2041015625,,,,,,,,,1.2724609375,,,0.556640625,,,,,,,,,,,,,,,0.9111328125,,,,,,,,0.36376953125,0.9501953125,-0.01403045654296875,,,,,,,,1.4052734375,,1.1904296875,,,,,,0.986328125,,,,,,,,-0.1678466796875,,,,1.2529296875,0.4912109375,0.76513671875,,,,,,,,,,,,,0.48828125,,,0.70556640625,,,,,,,,,,0.736328125,,,,,1.2431640625,,-0.935546875,,,,,,0.92333984375,,,,,,,,,0.1400146484375,,,,,,,,,,,,,,,,,,,,,,,1.08984375,,,,,0.35302734375,,0.3681640625,,,,,,,,0.56591796875,,,,0.69482421875,,-0.8115234375,,0.027069091796875,,,,,,,,,,,1.0458984375,,,,,,0.20654296875,,,,,0.84033203125,,-0.84228515625,0.51806640625,,0.8984375,,,,,,1.259765625,,,,,,0.426025390625,,0.25537109375,,,,,,,0.609375,,0.767578125,,,,,,,,,,,,0.9296875,,,,,,-0.556640625,,,,,,,,,,,,,,,,-0.07513427734375,-0.6640625,,0.5439453125,0.5263671875,,,0.106201171875,,0.82568359375,0.497802734375,,,,,,,,,,0.4482421875,,,,,,,
